date,hour,region,day_index
2024-02-14,19,1,44
2024-02-14,20,2,44
2024-02-14,21,2,44
2024-02-14,22,2,44
2024-02-14,23,2,44
2024-02-15,0,2,45
2024-02-15,1,3,45
2024-02-15,2,3,45
2024-02-15,3,3,45
2024-02-15,4,3,45
2024-02-15,5,3,45
2024-02-15,6,3,45
2024-02-15,7,3,45
2024-02-15,8,3,45
2024-02-15,9,1,45
2024-02-15,10,1,45
2024-02-15,11,1,45
2024-02-15,12,1,45
2024-02-15,13,1,45
2024-02-15,14,1,45
2024-02-15,15,1,45
2024-02-15,16,1,45
2024-02-15,17,1,45
2024-02-15,18,1,45
2024-02-15,19,1,45
2024-02-15,20,2,45
2024-02-15,21,2,45
2024-02-15,22,2,45
2024-02-15,23,2,45
2024-02-16,0,2,46
2024-02-16,1,3,46
2024-02-16,2,3,46
2024-02-16,3,3,46
2024-02-16,4,3,46
2024-02-16,5,3,46
2024-02-16,6,3,46
2024-02-16,7,3,46
2024-02-16,8,3,46
2024-02-16,9,1,46
2024-02-16,10,1,46
2024-02-16,11,1,46
2024-02-16,12,1,46
2024-02-16,13,1,46
2024-02-16,14,1,46
2024-02-16,15,1,46
2024-02-16,16,1,46
2024-02-16,17,1,46
2024-02-16,18,1,46
2024-02-16,19,1,46
2024-02-16,20,2,46
2024-02-16,21,2,46
2024-02-16,22,2,46
2024-02-16,23,2,46
2024-02-17,0,2,47
2024-02-17,1,3,47
2024-02-17,2,3,47
2024-02-17,3,3,47
2024-02-17,4,3,47
2024-02-17,5,3,47
2024-02-17,6,3,47
2024-02-17,7,3,47
2024-02-17,8,3,47
2024-02-17,9,1,47
2024-02-17,10,1,47
2024-02-17,11,1,47
2024-02-17,12,1,47
2024-02-17,13,1,47
2024-02-17,14,1,47
2024-02-17,15,1,47
2024-02-17,16,1,47
2024-02-17,17,1,47
2024-02-17,18,1,47
2024-02-17,19,1,47
2024-02-17,20,2,47
2024-02-17,21,2,47
2024-02-17,22,2,47
2024-02-17,23,2,47
2024-02-18,0,2,48
2024-02-18,1,3,48
2024-02-18,2,3,48
2024-02-18,3,3,48
2024-02-18,4,3,48
2024-02-18,5,3,48
2024-02-18,6,3,48
2024-02-18,7,3,48
2024-02-18,8,3,48
2024-02-18,9,1,48
2024-02-18,10,1,48
2024-02-18,11,1,48
2024-02-18,12,1,48
2024-02-18,13,1,48
2024-02-18,14,1,48
2024-02-18,15,1,48
2024-02-18,16,1,48
2024-02-18,17,1,48
2024-02-18,18,1,48
2024-02-18,19,1,48
2024-02-18,20,2,48
2024-02-18,21,2,48
2024-02-18,22,2,48
2024-02-18,23,2,48
2024-02-19,0,2,49
2024-02-19,1,3,49
2024-02-19,2,3,49
2024-02-19,3,3,49
2024-02-19,4,3,49
2024-02-19,5,3,49
2024-02-19,6,3,49
2024-02-19,7,3,49
2024-02-19,8,3,49
2024-02-19,9,1,49
2024-02-19,10,1,49
2024-02-19,11,1,49
2024-02-19,12,1,49
2024-02-19,13,1,49
2024-02-19,14,1,49
2024-02-19,15,1,49
2024-02-19,16,1,49
2024-02-19,17,1,49
2024-02-19,18,1,49
2024-02-19,19,1,49
2024-02-19,20,2,49
2024-02-19,21,2,49
2024-02-19,22,2,49
2024-02-19,23,2,49
2024-02-20,0,2,50
2024-02-20,1,3,50
2024-02-20,2,3,50
2024-02-20,3,3,50
2024-02-20,4,3,50
2024-02-20,5,3,50
2024-02-20,6,3,50
2024-02-20,7,3,50
2024-02-20,8,3,50
2024-02-20,9,1,50
2024-02-20,10,1,50
2024-02-20,11,1,50
2024-02-20,12,1,50
2024-02-20,13,1,50
2024-02-20,14,1,50
2024-02-20,15,1,50
2024-02-20,16,1,50
2024-02-20,17,1,50
2024-02-20,18,1,50
2024-02-20,19,1,50
2024-02-20,20,2,50
2024-02-20,21,2,50
2024-02-20,22,2,50
2024-02-20,23,2,50
2024-02-21,0,2,51
2024-02-21,1,3,51
2024-02-21,2,3,51
2024-02-21,3,3,51
2024-02-21,4,3,51
2024-02-21,5,3,51
2024-02-21,6,3,51
2024-02-21,7,3,51
2024-02-21,8,3,51
2024-02-21,9,1,51
2024-02-21,10,1,51
2024-02-21,11,1,51
2024-02-21,12,1,51
2024-02-21,13,1,51
2024-02-21,14,1,51
2024-02-21,15,1,51
2024-02-21,16,1,51
2024-02-21,17,1,51
2024-02-21,18,1,51
2024-02-21,19,1,51
2024-02-21,20,2,51
2024-02-21,21,2,51
2024-02-21,22,2,51
2024-02-21,23,2,51
2024-02-22,0,2,52
2024-02-22,1,3,52
2024-02-22,2,3,52
2024-02-22,3,3,52
2024-02-22,4,3,52
2024-02-22,5,3,52
2024-02-22,6,3,52
2024-02-22,7,3,52
2024-02-22,8,3,52
2024-02-22,9,1,52
2024-02-22,10,1,52
2024-02-22,11,1,52
2024-02-22,12,1,52
2024-02-22,13,1,52
2024-02-22,14,1,52
2024-02-22,15,1,52
2024-02-22,16,1,52
2024-02-22,17,1,52
2024-02-22,18,1,52
2024-02-22,19,1,52
2024-02-22,20,2,52
2024-02-22,21,2,52
2024-02-22,22,2,52
2024-02-22,23,2,52
2024-02-23,0,2,53
2024-02-23,1,3,53
2024-02-23,2,3,53
2024-02-23,3,3,53
2024-02-23,4,3,53
2024-02-23,5,3,53
2024-02-23,6,3,53
2024-02-23,7,3,53
2024-02-23,8,3,53
2024-02-23,9,1,53
2024-02-23,10,1,53
2024-02-23,11,1,53
2024-02-23,12,1,53
2024-02-23,13,1,53
2024-02-23,14,1,53
2024-02-23,15,1,53
2024-02-23,16,1,53
2024-02-23,17,1,53
2024-02-23,18,1,53
2024-02-23,19,1,53
2024-02-23,20,2,53
2024-02-23,21,2,53
2024-02-23,22,2,53
2024-02-23,23,2,53
2024-02-24,0,2,54
2024-02-24,1,3,54
2024-02-24,2,3,54
2024-02-24,3,3,54
2024-02-24,4,3,54
2024-02-24,5,3,54
2024-02-24,6,3,54
2024-02-24,7,3,54
2024-02-24,8,3,54
2024-02-24,9,1,54
2024-02-24,10,1,54
2024-02-24,11,1,54
2024-02-24,12,1,54
2024-02-24,13,1,54
2024-02-24,14,1,54
2024-02-24,15,1,54
2024-02-24,16,1,54
2024-02-24,17,1,54
2024-02-24,18,1,54
2024-02-24,19,1,54
2024-02-24,20,2,54
2024-02-24,21,2,54
2024-02-24,22,2,54
2024-02-24,23,2,54
2024-02-25,0,2,55
2024-02-25,1,3,55
2024-02-25,2,3,55
2024-02-25,3,3,55
2024-02-25,4,3,55
2024-02-25,5,3,55
2024-02-25,6,3,55
2024-02-25,7,3,55
2024-02-25,8,3,55
2024-02-25,9,1,55
2024-02-25,10,1,55
2024-02-25,11,1,55
2024-02-25,12,1,55
2024-02-25,13,1,55
2024-02-25,14,1,55
2024-02-25,15,1,55
2024-02-25,16,1,55
2024-02-25,17,1,55
2024-02-25,18,1,55
2024-02-25,19,1,55
2024-02-25,20,2,55
2024-02-25,21,2,55
2024-02-25,22,2,55
2024-02-25,23,2,55
2024-02-26,0,2,56
2024-02-26,1,3,56
2024-02-26,2,3,56
2024-02-26,3,3,56
2024-02-26,4,3,56
2024-02-26,5,3,56
2024-02-26,6,3,56
2024-02-26,7,3,56
2024-02-26,8,3,56
2024-02-26,9,1,56
2024-02-26,10,1,56
2024-02-26,11,1,56
2024-02-26,12,1,56
2024-02-26,13,1,56
2024-02-26,14,1,56
2024-02-26,15,1,56
2024-02-26,16,1,56
2024-02-26,17,1,56
2024-02-26,18,1,56
2024-02-26,19,1,56
2024-02-26,20,2,56
2024-02-26,21,2,56
2024-02-26,22,2,56
2024-02-26,23,2,56
2024-02-27,0,2,57
2024-02-27,1,3,57
2024-02-27,2,3,57
2024-02-27,3,3,57
2024-02-27,4,3,57
2024-02-27,5,3,57
2024-02-27,6,3,57
2024-02-27,7,3,57
2024-02-27,8,3,57
2024-02-27,9,1,57
2024-02-27,10,1,57
2024-02-27,11,1,57
2024-02-27,12,1,57
2024-02-27,13,1,57
2024-02-27,14,1,57
2024-02-27,15,1,57
2024-02-27,16,1,57
2024-02-27,17,1,57
2024-02-27,18,1,57
2024-02-27,19,1,57
2024-02-27,20,2,57
2024-02-27,21,2,57
2024-02-27,22,2,57
2024-02-27,23,2,57
2024-02-28,0,2,58
2024-02-28,1,3,58
2024-02-28,2,3,58
2024-02-28,3,3,58
2024-02-28,4,3,58
2024-02-28,5,3,58
2024-02-28,6,3,58
2024-02-28,7,3,58
2024-02-28,8,3,58
2024-02-28,9,1,58
2024-02-28,10,1,58
2024-02-28,11,1,58
2024-02-28,12,1,58
2024-02-28,13,1,58
2024-02-28,14,1,58
2024-02-28,15,1,58
2024-02-28,16,1,58
2024-02-28,17,1,58
2024-02-28,18,1,58
2024-02-28,19,1,58
2024-02-28,20,2,58
2024-02-28,21,2,58
2024-02-28,22,2,58
2024-02-28,23,2,58
2024-02-29,0,2,59
2024-02-29,1,3,59
2024-02-29,2,3,59
2024-02-29,3,3,59
2024-02-29,4,3,59
2024-02-29,5,3,59
2024-02-29,6,3,59
2024-02-29,7,3,59
2024-02-29,8,3,59
2024-02-29,9,1,59
2024-02-29,10,1,59
2024-02-29,11,1,59
2024-02-29,12,1,59
2024-02-29,13,1,59
2024-02-29,14,1,59
2024-02-29,15,1,59
2024-02-29,16,1,59
2024-02-29,17,1,59
2024-02-29,18,1,59
2024-02-29,19,1,59
2024-02-29,20,2,59
2024-02-29,21,2,59
2024-02-29,22,2,59
2024-02-29,23,2,59
2024-03-01,0,2,60
2024-03-01,1,3,60
2024-03-01,2,3,60
2024-03-01,3,3,60
2024-03-01,4,3,60
2024-03-01,5,3,60
2024-03-01,6,3,60
2024-03-01,7,3,60
2024-03-01,8,3,60
2024-03-01,9,1,60
2024-03-01,10,1,60
2024-03-01,11,1,60
2024-03-01,12,1,60
2024-03-01,13,1,60
2024-03-01,14,1,60
2024-03-01,15,1,60
2024-03-01,16,1,60
2024-03-01,17,1,60
2024-03-01,18,1,60
2024-03-01,19,1,60
2024-03-01,20,2,60
2024-03-01,21,2,60
2024-03-01,22,2,60
2024-03-01,23,2,60
2024-03-02,0,2,61
2024-03-02,1,3,61
2024-03-02,2,3,61
2024-03-02,3,3,61
2024-03-02,4,3,61
2024-03-02,5,3,61
2024-03-02,6,3,61
2024-03-02,7,3,61
2024-03-02,8,3,61
2024-03-02,9,1,61
2024-03-02,10,1,61
2024-03-02,11,1,61
2024-03-02,12,1,61
2024-03-02,13,1,61
2024-03-02,14,1,61
2024-03-02,15,1,61
2024-03-02,16,1,61
2024-03-02,17,1,61
2024-03-02,18,1,61
2024-03-02,19,1,61
2024-03-02,20,2,61
2024-03-02,21,2,61
2024-03-02,22,2,61
2024-03-02,23,2,61
2024-03-03,0,2,62
2024-03-03,1,3,62
2024-03-03,2,3,62
2024-03-03,3,3,62
2024-03-03,4,3,62
2024-03-03,5,3,62
2024-03-03,6,3,62
2024-03-03,7,3,62
2024-03-03,8,3,62
2024-03-03,9,1,62
2024-03-03,10,1,62
2024-03-03,11,1,62
2024-03-03,12,1,62
2024-03-03,13,1,62
2024-03-03,14,1,62
2024-03-03,15,1,62
2024-03-03,16,1,62
2024-03-03,17,1,62
2024-03-03,18,1,62
2024-03-03,19,1,62
2024-03-03,20,2,62
2024-03-03,21,2,62
2024-03-03,22,2,62
2024-03-03,23,2,62
2024-03-04,0,2,63
2024-03-04,1,3,63
2024-03-04,2,3,63
2024-03-04,3,3,63
2024-03-04,4,3,63
2024-03-04,5,3,63
2024-03-04,6,3,63
2024-03-04,7,3,63
2024-03-04,8,3,63
2024-03-04,9,1,63
2024-03-04,10,1,63
2024-03-04,11,1,63
2024-03-04,12,1,63
2024-03-04,13,1,63
2024-03-04,14,1,63
2024-03-04,15,1,63
2024-03-04,16,1,63
2024-03-04,17,1,63
2024-03-04,18,1,63
2024-03-04,19,1,63
2024-03-04,20,2,63
2024-03-04,21,2,63
2024-03-04,22,2,63
2024-03-04,23,2,63
2024-03-05,0,2,64
2024-03-05,1,3,64
2024-03-05,2,3,64
2024-03-05,3,3,64
2024-03-05,4,3,64
2024-03-05,5,3,64
2024-03-05,6,3,64
2024-03-05,7,3,64
2024-03-05,8,3,64
2024-03-05,9,1,64
2024-03-05,10,1,64
2024-03-05,11,1,64
2024-03-05,12,1,64
2024-03-05,13,1,64
2024-03-05,14,1,64
2024-03-05,15,1,64
2024-03-05,16,1,64
2024-03-05,17,1,64
2024-03-05,18,1,64
2024-03-05,19,1,64
2024-03-05,20,2,64
2024-03-05,21,2,64
2024-03-05,22,2,64
2024-03-05,23,2,64
2024-03-06,0,2,65
2024-03-06,1,3,65
2024-03-06,2,3,65
2024-03-06,3,3,65
2024-03-06,4,3,65
2024-03-06,5,3,65
2024-03-06,6,3,65
2024-03-06,7,3,65
2024-03-06,8,3,65
2024-03-06,9,1,65
2024-03-06,10,1,65
2024-03-06,11,1,65
2024-03-06,12,1,65
2024-03-06,13,1,65
2024-03-06,14,1,65
2024-03-06,15,1,65
2024-03-06,16,1,65
2024-03-06,17,1,65
2024-03-06,18,1,65
2024-03-06,19,1,65
2024-03-06,20,2,65
2024-03-06,21,2,65
2024-03-06,22,2,65
2024-03-06,23,2,65
2024-03-07,0,2,66
2024-03-07,1,3,66
2024-03-07,2,3,66
2024-03-07,3,3,66
2024-03-07,4,3,66
2024-03-07,5,3,66
2024-03-07,6,3,66
2024-03-07,7,3,66
2024-03-07,8,3,66
2024-03-07,9,1,66
2024-03-07,10,1,66
2024-03-07,11,1,66
2024-03-07,12,1,66
2024-03-07,13,1,66
2024-03-07,14,1,66
2024-03-07,15,1,66
2024-03-07,16,1,66
2024-03-07,17,1,66
2024-03-07,18,1,66
2024-03-07,19,1,66
2024-03-07,20,2,66
2024-03-07,21,2,66
2024-03-07,22,2,66
2024-03-07,23,2,66
2024-03-08,0,2,67
2024-03-08,1,3,67
2024-03-08,2,3,67
2024-03-08,3,3,67
2024-03-08,4,3,67
2024-03-08,5,3,67
2024-03-08,6,3,67
2024-03-08,7,3,67
2024-03-08,8,3,67
2024-03-08,9,1,67
2024-03-08,10,1,67
2024-03-08,11,1,67
2024-03-08,12,1,67
2024-03-08,13,1,67
2024-03-08,14,1,67
2024-03-08,15,1,67
2024-03-08,16,1,67
2024-03-08,17,1,67
2024-03-08,18,1,67
2024-03-08,19,1,67
2024-03-08,20,2,67
2024-03-08,21,2,67
2024-03-08,22,2,67
2024-03-08,23,2,67
2024-03-09,0,2,68
2024-03-09,1,3,68
2024-03-09,2,3,68
2024-03-09,3,3,68
2024-03-09,4,3,68
2024-03-09,5,3,68
2024-03-09,6,3,68
2024-03-09,7,3,68
2024-03-09,8,3,68
2024-03-09,9,1,68
2024-03-09,10,1,68
2024-03-09,11,1,68
2024-03-09,12,1,68
2024-03-09,13,1,68
2024-03-09,14,1,68
2024-03-09,15,1,68
2024-03-09,16,1,68
2024-03-09,17,1,68
2024-03-09,18,1,68
2024-03-09,19,1,68
2024-03-09,20,2,68
2024-03-09,21,2,68
2024-03-09,22,2,68
2024-03-09,23,2,68
2024-03-10,0,2,69
2024-03-10,1,3,69
2024-03-10,2,3,69
2024-03-10,3,3,69
2024-03-10,4,3,69
2024-03-10,5,3,69
2024-03-10,6,3,69
2024-03-10,7,3,69
2024-03-10,8,3,69
2024-03-10,9,1,69
2024-03-10,10,1,69
2024-03-10,11,1,69
2024-03-10,12,1,69
2024-03-10,13,1,69
2024-03-10,14,1,69
2024-03-10,15,1,69
2024-03-10,16,1,69
2024-03-10,17,1,69
2024-03-10,18,1,69
2024-03-10,19,1,69
2024-03-10,20,2,69
2024-03-10,21,2,69
2024-03-10,22,2,69
2024-03-10,23,2,69
2024-03-11,0,2,70
2024-03-11,1,3,70
2024-03-11,2,3,70
2024-03-11,3,3,70
2024-03-11,4,3,70
2024-03-11,5,3,70
2024-03-11,6,3,70
2024-03-11,7,3,70
2024-03-11,8,3,70
2024-03-11,9,1,70
2024-03-11,10,1,70
2024-03-11,11,1,70
2024-03-11,12,1,70
2024-03-11,13,1,70
2024-03-11,14,1,70
2024-03-11,15,1,70
2024-03-11,16,1,70
2024-03-11,17,1,70
2024-03-11,18,1,70
2024-03-11,19,1,70
2024-03-11,20,2,70
2024-03-11,21,2,70
2024-03-11,22,2,70
2024-03-11,23,2,70
2024-03-12,0,2,71
2024-03-12,1,3,71
2024-03-12,2,3,71
2024-03-12,3,3,71
2024-03-12,4,3,71
2024-03-12,5,3,71
2024-03-12,6,3,71
2024-03-12,7,3,71
2024-03-12,8,3,71
2024-03-12,9,1,71
2024-03-12,10,1,71
2024-03-12,11,1,71
2024-03-12,12,1,71
2024-03-12,13,1,71
2024-03-12,14,1,71
2024-03-12,15,1,71
2024-03-12,16,1,71
2024-03-12,17,1,71
2024-03-12,18,1,71
2024-03-12,19,1,71
2024-03-12,20,2,71
2024-03-12,21,2,71
2024-03-12,22,2,71
2024-03-12,23,2,71
2024-03-13,0,2,72
2024-03-13,1,3,72
2024-03-13,2,3,72
2024-03-13,3,3,72
2024-03-13,4,3,72
2024-03-13,5,3,72
2024-03-13,6,3,72
2024-03-13,7,3,72
2024-03-13,8,3,72
2024-03-13,9,1,72
2024-03-13,10,1,72
2024-03-13,11,1,72
2024-03-13,12,1,72
2024-03-13,13,1,72
2024-03-13,14,1,72
2024-03-13,15,1,72
2024-03-13,16,1,72
2024-03-13,17,1,72
2024-03-13,18,1,72
2024-03-13,19,1,72
2024-03-13,20,2,72
2024-03-13,21,2,72
2024-03-13,22,2,72
2024-03-13,23,2,72
2024-03-14,0,2,73
2024-03-14,1,3,73
2024-03-14,2,3,73
2024-03-14,3,3,73
2024-03-14,4,3,73
2024-03-14,5,3,73
2024-03-14,6,3,73
2024-03-14,7,3,73
2024-03-14,8,3,73
2024-03-14,9,1,73
2024-03-14,10,1,73
2024-03-14,11,1,73
2024-03-14,12,1,73
2024-03-14,13,1,73
2024-03-14,14,1,73
2024-03-14,15,1,73
2024-03-14,16,1,73
2024-03-14,17,1,73
2024-03-14,18,1,73
2024-03-14,19,1,73
2024-03-14,20,2,73
2024-03-14,21,2,73
2024-03-14,22,2,73
2024-03-14,23,2,73
2024-03-15,0,2,74
2024-03-15,1,3,74
2024-03-15,2,3,74
2024-03-15,3,3,74
2024-03-15,4,3,74
2024-03-15,5,3,74
2024-03-15,6,3,74
2024-03-15,7,3,74
2024-03-15,8,3,74
2024-03-15,9,1,74
2024-03-15,10,1,74
2024-03-15,11,1,74
2024-03-15,12,1,74
2024-03-15,13,1,74
2024-03-15,14,1,74
2024-03-15,15,1,74
2024-03-15,16,1,74
2024-03-15,17,1,74
2024-03-15,18,1,74
2024-03-15,19,1,74
2024-03-15,20,2,74
2024-03-15,21,2,74
2024-03-15,22,2,74
2024-03-15,23,2,74
2024-03-16,0,2,75
2024-03-16,1,3,75
2024-03-16,2,3,75
2024-03-16,3,3,75
2024-03-16,4,3,75
2024-03-16,5,3,75
2024-03-16,6,3,75
2024-03-16,7,3,75
2024-03-16,8,3,75
2024-03-16,9,1,75
2024-03-16,10,1,75
2024-03-16,11,1,75
2024-03-16,12,1,75
2024-03-16,13,1,75
2024-03-16,14,1,75
2024-03-16,15,1,75
2024-03-16,16,1,75
2024-03-16,17,1,75
2024-03-16,18,1,75
2024-03-16,19,1,75
2024-03-16,20,2,75
2024-03-16,21,2,75
2024-03-16,22,2,75
2024-03-16,23,2,75
2024-03-17,0,2,76
2024-03-17,1,3,76
2024-03-17,2,3,76
2024-03-17,3,3,76
2024-03-17,4,3,76
2024-03-17,5,3,76
2024-03-17,6,3,76
2024-03-17,7,3,76
2024-03-17,8,3,76
2024-03-17,9,1,76
2024-03-17,10,1,76
2024-03-17,11,1,76
2024-03-17,12,1,76
2024-03-17,13,1,76
2024-03-17,14,1,76
2024-03-17,15,1,76
2024-03-17,16,1,76
2024-03-17,17,1,76
2024-03-17,18,1,76
2024-03-17,19,1,76
2024-03-17,20,2,76
2024-03-17,21,2,76
2024-03-17,22,2,76
2024-03-17,23,2,76
2024-03-18,0,2,77
2024-03-18,1,3,77
2024-03-18,2,3,77
2024-03-18,3,3,77
2024-03-18,4,3,77
2024-03-18,5,3,77
2024-03-18,6,3,77
2024-03-18,7,3,77
2024-03-18,8,3,77
2024-03-18,9,1,77
2024-03-18,10,1,77
2024-03-18,11,1,77
2024-03-18,12,1,77
2024-03-18,13,1,77
2024-03-18,14,1,77
2024-03-18,15,1,77
2024-03-18,16,1,77
2024-03-18,17,1,77
2024-03-18,18,1,77
2024-03-18,19,1,77
2024-03-18,20,2,77
2024-03-18,21,2,77
2024-03-18,22,2,77
2024-03-18,23,2,77
2024-03-19,0,2,78
2024-03-19,1,3,78
2024-03-19,2,3,78
2024-03-19,3,3,78
2024-03-19,4,3,78
2024-03-19,5,3,78
2024-03-19,6,3,78
2024-03-19,7,3,78
2024-03-19,8,3,78
2024-03-19,9,1,78
2024-03-19,10,1,78
2024-03-19,11,1,78
2024-03-19,12,1,78
2024-03-19,13,1,78
2024-03-19,14,1,78
2024-03-19,15,1,78
2024-03-19,16,1,78
2024-03-19,17,1,78
2024-03-19,18,1,78
2024-03-19,19,1,78
2024-03-19,20,2,78
2024-03-19,21,2,78
2024-03-19,22,2,78
2024-03-19,23,2,78
2024-03-20,0,2,79
2024-03-20,1,3,79
2024-03-20,2,3,79
2024-03-20,3,3,79
2024-03-20,4,3,79
2024-03-20,5,3,79
2024-03-20,6,3,79
2024-03-20,7,3,79
2024-03-20,8,3,79
2024-03-20,9,1,79
2024-03-20,10,1,79
2024-03-20,11,1,79
2024-03-20,12,1,79
2024-03-20,13,1,79
2024-03-20,14,1,79
2024-03-20,15,1,79
2024-03-20,16,1,79
2024-03-20,17,1,79
2024-03-20,18,1,79
2024-03-20,19,1,79
2024-03-20,20,2,79
2024-03-20,21,2,79
2024-03-20,22,2,79
2024-03-20,23,2,79
2024-03-21,0,2,80
2024-03-21,1,3,80
2024-03-21,2,3,80
2024-03-21,3,3,80
2024-03-21,4,3,80
2024-03-21,5,3,80
2024-03-21,6,3,80
2024-03-21,7,3,80
2024-03-21,8,3,80
2024-03-21,9,1,80
2024-03-21,10,1,80
2024-03-21,11,1,80
2024-03-21,12,1,80
2024-03-21,13,1,80
2024-03-21,14,1,80
2024-03-21,15,1,80
2024-03-21,16,1,80
2024-03-21,17,1,80
2024-03-21,18,1,80
2024-03-21,19,1,80
2024-03-21,20,2,80
2024-03-21,21,2,80
2024-03-21,22,2,80
2024-03-21,23,2,80
2024-03-22,0,2,81
2024-03-22,1,3,81
2024-03-22,2,3,81
2024-03-22,3,3,81
2024-03-22,4,3,81
2024-03-22,5,3,81
2024-03-22,6,3,81
2024-03-22,7,3,81
2024-03-22,8,3,81
2024-03-22,9,1,81
2024-03-22,10,1,81
2024-03-22,11,1,81
2024-03-22,12,1,81
2024-03-22,13,1,81
2024-03-22,14,1,81
2024-03-22,15,1,81
2024-03-22,16,1,81
2024-03-22,17,1,81
2024-03-22,18,1,81
2024-03-22,19,1,81
2024-03-22,20,2,81
2024-03-22,21,2,81
2024-03-22,22,2,81
2024-03-22,23,2,81
2024-03-23,0,2,82
2024-03-23,1,3,82
2024-03-23,2,3,82
2024-03-23,3,3,82
2024-03-23,4,3,82
2024-03-23,5,3,82
2024-03-23,6,3,82
2024-03-23,7,3,82
2024-03-23,8,3,82
2024-03-23,9,1,82
2024-03-23,10,1,82
2024-03-23,11,1,82
2024-03-23,12,1,82
2024-03-23,13,1,82
2024-03-23,14,1,82
2024-03-23,15,1,82
2024-03-23,16,1,82
2024-03-23,17,1,82
2024-03-23,18,1,82
2024-03-23,19,1,82
2024-03-23,20,2,82
2024-03-23,21,2,82
2024-03-23,22,2,82
2024-03-23,23,2,82
2024-03-24,0,2,83
2024-03-24,1,3,83
2024-03-24,2,3,83
2024-03-24,3,3,83
2024-03-24,4,3,83
2024-03-24,5,3,83
2024-03-24,6,3,83
2024-03-24,7,3,83
2024-03-24,8,3,83
2024-03-24,9,1,83
2024-03-24,10,1,83
2024-03-24,11,1,83
2024-03-24,12,1,83
2024-03-24,13,1,83
2024-03-24,14,1,83
2024-03-24,15,1,83
2024-03-24,16,1,83
2024-03-24,17,1,83
2024-03-24,18,1,83
2024-03-24,19,1,83
2024-03-24,20,2,83
2024-03-24,21,2,83
2024-03-24,22,2,83
2024-03-24,23,2,83
2024-03-25,0,2,84
2024-03-25,1,3,84
2024-03-25,2,3,84
2024-03-25,3,3,84
2024-03-25,4,3,84
2024-03-25,5,3,84
2024-03-25,6,3,84
2024-03-25,7,3,84
2024-03-25,8,3,84
2024-03-25,9,1,84
2024-03-25,10,1,84
2024-03-25,11,1,84
2024-03-25,12,1,84
2024-03-25,13,1,84
2024-03-25,14,1,84
2024-03-25,15,1,84
2024-03-25,16,1,84
2024-03-25,17,1,84
2024-03-25,18,1,84
2024-03-25,19,1,84
2024-03-25,20,2,84
2024-03-25,21,2,84
2024-03-25,22,2,84
2024-03-25,23,2,84
2024-03-26,0,2,85
2024-03-26,1,3,85
2024-03-26,2,3,85
2024-03-26,3,3,85
2024-03-26,4,3,85
2024-03-26,5,3,85
2024-03-26,6,3,85
2024-03-26,7,3,85
2024-03-26,8,3,85
2024-03-26,9,1,85
2024-03-26,10,1,85
2024-03-26,11,1,85
2024-03-26,12,1,85
2024-03-26,13,1,85
2024-03-26,14,1,85
2024-03-26,15,1,85
2024-03-26,16,1,85
2024-03-26,17,1,85
2024-03-26,18,1,85
2024-03-26,19,1,85
2024-03-26,20,2,85
2024-03-26,21,2,85
2024-03-26,22,2,85
2024-03-26,23,2,85
2024-03-27,0,2,86
2024-03-27,1,3,86
2024-03-27,2,3,86
2024-03-27,3,3,86
2024-03-27,4,3,86
2024-03-27,5,3,86
2024-03-27,6,3,86
2024-03-27,7,3,86
2024-03-27,8,3,86
2024-03-27,9,1,86
2024-03-27,10,1,86
2024-03-27,11,1,86
2024-03-27,12,1,86
2024-03-27,13,1,86
2024-03-27,14,1,86
2024-03-27,15,1,86
2024-03-27,16,1,86
2024-03-27,17,1,86
2024-03-27,18,1,86
2024-03-27,19,1,86
2024-03-27,20,2,86
2024-03-27,21,2,86
2024-03-27,22,2,86
2024-03-27,23,2,86
2024-03-28,0,2,87
2024-03-28,1,3,87
2024-03-28,2,3,87
2024-03-28,3,3,87
2024-03-28,4,3,87
2024-03-28,5,3,87
2024-03-28,6,3,87
2024-03-28,7,3,87
2024-03-28,8,3,87
2024-03-28,9,1,87
2024-03-28,10,1,87
2024-03-28,11,1,87
2024-03-28,12,1,87
2024-03-28,13,1,87
2024-03-28,14,1,87
2024-03-28,15,1,87
2024-03-28,16,1,87
2024-03-28,17,1,87
2024-03-28,18,1,87
2024-03-28,19,1,87
2024-03-28,20,2,87
2024-03-28,21,2,87
2024-03-28,22,2,87
2024-03-28,23,2,87
2024-03-29,0,2,88
2024-03-29,1,3,88
2024-03-29,2,3,88
2024-03-29,3,3,88
2024-03-29,4,3,88
2024-03-29,5,3,88
2024-03-29,6,3,88
2024-03-29,7,3,88
2024-03-29,8,3,88
2024-03-29,9,1,88
2024-03-29,10,1,88
2024-03-29,11,1,88
2024-03-29,12,1,88
2024-03-29,13,1,88
2024-03-29,14,1,88
2024-03-29,15,1,88
2024-03-29,16,1,88
2024-03-29,17,1,88
2024-03-29,18,1,88
2024-03-29,19,1,88
2024-03-29,20,2,88
2024-03-29,21,2,88
2024-03-29,22,2,88
2024-03-29,23,2,88
2024-03-30,0,2,89
2024-03-30,1,3,89
2024-03-30,2,3,89
2024-03-30,3,3,89
2024-03-30,4,3,89
2024-03-30,5,3,89
2024-03-30,6,3,89
2024-03-30,7,3,89
2024-03-30,8,3,89
2024-03-30,9,1,89
2024-03-30,10,1,89
2024-03-30,11,1,89
2024-03-30,12,1,89
2024-03-30,13,1,89
2024-03-30,14,1,89
